忍阶等级,忍阶名称,升级需要声望,每日扣除声望,银币奖励,奥义奖励,单场胜利所得声望,斗技场失败系数,每日获得声望,当前天数,当前总奥义,Unnamed: 11,竞技场排名,每日声望奖励,Unnamed: 14,调试数值,Unnamed: 16
,,,,,,,,,,,,599,3940,,,
,,,,,,,,,,,,600,3939,,,
,,,,,,,,,,,,601,3939,,,
,,,,,,,,,,,,602,3938,,,
,,,,,,,,,,,,603,3938,,,
,,,,,,,,,,,,604,3938,,,
,,,,,,,,,,,,605,3937,,,
,,,,,,,,,,,,606,3937,,,
,,,,,,,,,,,,607,3936,,,
,,,,,,,,,,,,608,3936,,,
,,,,,,,,,,,,609,3936,,,
,,,,,,,,,,,,610,3935,,,
,,,,,,,,,,,,611,3935,,,
,,,,,,,,,,,,612,3934,,,
,,,,,,,,,,,,613,3934,,,
,,,,,,,,,,,,614,3934,,,
,,,,,,,,,,,,615,3933,,,
,,,,,,,,,,,,616,3933,,,
,,,,,,,,,,,,617,3932,,,
,,,,,,,,,,,,618,3932,,,
,,,,,,,,,,,,619,3932,,,
,,,,,,,,,,,,620,3931,,,
,,,,,,,,,,,,621,3931,,,
,,,,,,,,,,,,622,3930,,,
,,,,,,,,,,,,623,3930,,,
,,,,,,,,,,,,624,3930,,,
,,,,,,,,,,,,625,3929,,,
,,,,,,,,,,,,626,3929,,,
,,,,,,,,,,,,627,3928,,,
,,,,,,,,,,,,628,3928,,,
,,,,,,,,,,,,629,3928,,,
,,,,,,,,,,,,630,3927,,,
,,,,,,,,,,,,631,3927,,,
,,,,,,,,,,,,632,3926,,,
,,,,,,,,,,,,633,3926,,,
,,,,,,,,,,,,634,3926,,,
,,,,,,,,,,,,635,3925,,,
,,,,,,,,,,,,636,3925,,,
,,,,,,,,,,,,637,3924,,,
,,,,,,,,,,,,638,3924,,,
,,,,,,,,,,,,639,3924,,,
,,,,,,,,,,,,640,3923,,,
,,,,,,,,,,,,641,3923,,,
,,,,,,,,,,,,642,3922,,,
,,,,,,,,,,,,643,3922,,,
,,,,,,,,,,,,644,3922,,,
,,,,,,,,,,,,645,3921,,,
,,,,,,,,,,,,646,3921,,,
,,,,,,,,,,,,647,3920,,,
,,,,,,,,,,,,648,3920,,,
,,,,,,,,,,,,649,3920,,,
,,,,,,,,,,,,650,3919,,,
,,,,,,,,,,,,651,3919,,,
,,,,,,,,,,,,652,3918,,,
,,,,,,,,,,,,653,3918,,,
,,,,,,,,,,,,654,3918,,,
,,,,,,,,,,,,655,3917,,,
,,,,,,,,,,,,656,3917,,,
,,,,,,,,,,,,657,3916,,,
,,,,,,,,,,,,658,3916,,,
,,,,,,,,,,,,659,3916,,,
,,,,,,,,,,,,660,3915,,,
,,,,,,,,,,,,661,3915,,,
,,,,,,,,,,,,662,3914,,,
,,,,,,,,,,,,663,3914,,,
,,,,,,,,,,,,664,3914,,,
,,,,,,,,,,,,665,3913,,,
,,,,,,,,,,,,666,3913,,,
,,,,,,,,,,,,667,3912,,,
,,,,,,,,,,,,668,3912,,,
,,,,,,,,,,,,669,3912,,,
,,,,,,,,,,,,670,3911,,,
,,,,,,,,,,,,671,3911,,,
,,,,,,,,,,,,672,3910,,,
,,,,,,,,,,,,673,3910,,,
,,,,,,,,,,,,674,3910,,,
,,,,,,,,,,,,675,3909,,,
,,,,,,,,,,,,676,3909,,,
,,,,,,,,,,,,677,3908,,,
,,,,,,,,,,,,678,3908,,,
,,,,,,,,,,,,679,3908,,,
,,,,,,,,,,,,680,3907,,,
,,,,,,,,,,,,681,3907,,,
,,,,,,,,,,,,682,3906,,,
,,,,,,,,,,,,683,3906,,,
,,,,,,,,,,,,684,3906,,,
,,,,,,,,,,,,685,3905,,,
,,,,,,,,,,,,686,3905,,,
,,,,,,,,,,,,687,3904,,,
,,,,,,,,,,,,688,3904,,,
,,,,,,,,,,,,689,3904,,,
,,,,,,,,,,,,690,3903,,,
,,,,,,,,,,,,691,3903,,,
,,,,,,,,,,,,692,3902,,,
,,,,,,,,,,,,693,3902,,,
,,,,,,,,,,,,694,3902,,,
,,,,,,,,,,,,695,3901,,,
,,,,,,,,,,,,696,3901,,,
,,,,,,,,,,,,697,3900,,,
,,,,,,,,,,,,698,3900,,,
,,,,,,,,,,,,699,3900,,,
,,,,,,,,,,,,700,3899,,,
,,,,,,,,,,,,701,3899,,,
,,,,,,,,,,,,702,3898,,,
,,,,,,,,,,,,703,3898,,,
,,,,,,,,,,,,704,3898,,,
,,,,,,,,,,,,705,3897,,,
,,,,,,,,,,,,706,3897,,,
,,,,,,,,,,,,707,3896,,,
,,,,,,,,,,,,708,3896,,,
,,,,,,,,,,,,709,3896,,,
,,,,,,,,,,,,710,3895,,,
,,,,,,,,,,,,711,3895,,,
,,,,,,,,,,,,712,3894,,,
,,,,,,,,,,,,713,3894,,,
,,,,,,,,,,,,714,3894,,,
,,,,,,,,,,,,715,3893,,,
,,,,,,,,,,,,716,3893,,,
,,,,,,,,,,,,717,3892,,,
,,,,,,,,,,,,718,3892,,,
,,,,,,,,,,,,719,3892,,,
,,,,,,,,,,,,720,3891,,,
,,,,,,,,,,,,721,3891,,,
,,,,,,,,,,,,722,3890,,,
,,,,,,,,,,,,723,3890,,,
,,,,,,,,,,,,724,3890,,,
,,,,,,,,,,,,725,3889,,,
,,,,,,,,,,,,726,3889,,,
,,,,,,,,,,,,727,3888,,,
,,,,,,,,,,,,728,3888,,,
,,,,,,,,,,,,729,3888,,,
,,,,,,,,,,,,730,3887,,,
,,,,,,,,,,,,731,3887,,,
,,,,,,,,,,,,732,3886,,,
,,,,,,,,,,,,733,3886,,,
,,,,,,,,,,,,734,3886,,,
,,,,,,,,,,,,735,3885,,,
,,,,,,,,,,,,736,3885,,,
,,,,,,,,,,,,737,3884,,,
,,,,,,,,,,,,738,3884,,,
,,,,,,,,,,,,739,3884,,,
,,,,,,,,,,,,740,3883,,,
,,,,,,,,,,,,741,3883,,,
,,,,,,,,,,,,742,3882,,,
,,,,,,,,,,,,743,3882,,,
,,,,,,,,,,,,744,3882,,,
,,,,,,,,,,,,745,3881,,,
,,,,,,,,,,,,746,3881,,,
,,,,,,,,,,,,747,3880,,,
,,,,,,,,,,,,748,3880,,,
,,,,,,,,,,,,749,3880,,,
,,,,,,,,,,,,750,3879,,,
,,,,,,,,,,,,751,3879,,,
,,,,,,,,,,,,752,3878,,,
,,,,,,,,,,,,753,3878,,,
,,,,,,,,,,,,754,3878,,,
,,,,,,,,,,,,755,3877,,,
,,,,,,,,,,,,756,3877,,,
,,,,,,,,,,,,757,3876,,,
,,,,,,,,,,,,758,3876,,,
,,,,,,,,,,,,759,3876,,,
,,,,,,,,,,,,760,3875,,,
,,,,,,,,,,,,761,3875,,,
,,,,,,,,,,,,762,3874,,,
,,,,,,,,,,,,763,3874,,,
,,,,,,,,,,,,764,3874,,,
,,,,,,,,,,,,765,3873,,,
,,,,,,,,,,,,766,3873,,,
,,,,,,,,,,,,767,3872,,,
,,,,,,,,,,,,768,3872,,,
,,,,,,,,,,,,769,3872,,,
,,,,,,,,,,,,770,3871,,,
,,,,,,,,,,,,771,3871,,,
,,,,,,,,,,,,772,3870,,,
,,,,,,,,,,,,773,3870,,,
,,,,,,,,,,,,774,3870,,,
,,,,,,,,,,,,775,3869,,,
,,,,,,,,,,,,776,3869,,,
,,,,,,,,,,,,777,3868,,,
,,,,,,,,,,,,778,3868,,,
,,,,,,,,,,,,779,3868,,,
,,,,,,,,,,,,780,3867,,,
,,,,,,,,,,,,781,3867,,,
,,,,,,,,,,,,782,3866,,,
,,,,,,,,,,,,783,3866,,,
,,,,,,,,,,,,784,3866,,,
,,,,,,,,,,,,785,3865,,,
,,,,,,,,,,,,786,3865,,,
,,,,,,,,,,,,787,3864,,,
,,,,,,,,,,,,788,3864,,,
,,,,,,,,,,,,789,3864,,,
,,,,,,,,,,,,790,3863,,,
,,,,,,,,,,,,791,3863,,,
,,,,,,,,,,,,792,3862,,,
,,,,,,,,,,,,793,3862,,,
,,,,,,,,,,,,794,3862,,,
,,,,,,,,,,,,795,3861,,,
,,,,,,,,,,,,796,3861,,,
,,,,,,,,,,,,797,3860,,,
,,,,,,,,,,,,798,3860,,,
,,,,,,,,,,,,799,3860,,,
,,,,,,,,,,,,800,3859,,,
,,,,,,,,,,,,801,3859,,,
,,,,,,,,,,,,802,3858,,,
,,,,,,,,,,,,803,3858,,,
,,,,,,,,,,,,804,3858,,,
,,,,,,,,,,,,805,3857,,,
,,,,,,,,,,,,806,3857,,,
,,,,,,,,,,,,807,3856,,,
,,,,,,,,,,,,808,3856,,,
,,,,,,,,,,,,809,3856,,,
,,,,,,,,,,,,810,3855,,,
,,,,,,,,,,,,811,3855,,,
,,,,,,,,,,,,812,3854,,,
,,,,,,,,,,,,813,3854,,,
,,,,,,,,,,,,814,3854,,,
,,,,,,,,,,,,815,3853,,,
,,,,,,,,,,,,816,3853,,,
,,,,,,,,,,,,817,3852,,,
,,,,,,,,,,,,818,3852,,,
,,,,,,,,,,,,819,3852,,,
,,,,,,,,,,,,820,3851,,,
,,,,,,,,,,,,821,3851,,,
,,,,,,,,,,,,822,3850,,,
,,,,,,,,,,,,823,3850,,,
,,,,,,,,,,,,824,3850,,,
,,,,,,,,,,,,825,3849,,,
,,,,,,,,,,,,826,3849,,,
,,,,,,,,,,,,827,3848,,,
,,,,,,,,,,,,828,3848,,,
,,,,,,,,,,,,829,3848,,,
,,,,,,,,,,,,830,3847,,,
,,,,,,,,,,,,831,3847,,,
,,,,,,,,,,,,832,3846,,,
,,,,,,,,,,,,833,3846,,,
,,,,,,,,,,,,834,3846,,,
,,,,,,,,,,,,835,3845,,,
,,,,,,,,,,,,836,3845,,,
,,,,,,,,,,,,837,3844,,,
,,,,,,,,,,,,838,3844,,,
,,,,,,,,,,,,839,3844,,,
,,,,,,,,,,,,840,3843,,,
,,,,,,,,,,,,841,3843,,,
,,,,,,,,,,,,842,3842,,,
,,,,,,,,,,,,843,3842,,,
,,,,,,,,,,,,844,3842,,,
,,,,,,,,,,,,845,3841,,,
,,,,,,,,,,,,846,3841,,,
,,,,,,,,,,,,847,3840,,,
,,,,,,,,,,,,848,3840,,,
,,,,,,,,,,,,849,3840,,,
,,,,,,,,,,,,850,3839,,,
,,,,,,,,,,,,851,3839,,,
,,,,,,,,,,,,852,3838,,,
,,,,,,,,,,,,853,3838,,,
,,,,,,,,,,,,854,3838,,,
,,,,,,,,,,,,855,3837,,,
,,,,,,,,,,,,856,3837,,,
,,,,,,,,,,,,857,3836,,,
,,,,,,,,,,,,858,3836,,,
,,,,,,,,,,,,859,3836,,,
,,,,,,,,,,,,860,3835,,,
,,,,,,,,,,,,861,3835,,,
,,,,,,,,,,,,862,3834,,,
,,,,,,,,,,,,863,3834,,,
,,,,,,,,,,,,864,3834,,,
,,,,,,,,,,,,865,3833,,,
,,,,,,,,,,,,866,3833,,,
,,,,,,,,,,,,867,3832,,,
,,,,,,,,,,,,868,3832,,,
,,,,,,,,,,,,869,3832,,,
,,,,,,,,,,,,870,3831,,,
,,,,,,,,,,,,871,3831,,,
,,,,,,,,,,,,872,3830,,,
,,,,,,,,,,,,873,3830,,,
,,,,,,,,,,,,874,3830,,,
,,,,,,,,,,,,875,3829,,,
,,,,,,,,,,,,876,3829,,,
,,,,,,,,,,,,877,3828,,,
,,,,,,,,,,,,878,3828,,,
,,,,,,,,,,,,879,3828,,,
,,,,,,,,,,,,880,3827,,,
,,,,,,,,,,,,881,3827,,,
,,,,,,,,,,,,882,3826,,,
,,,,,,,,,,,,883,3826,,,
,,,,,,,,,,,,884,3826,,,
,,,,,,,,,,,,885,3825,,,
,,,,,,,,,,,,886,3825,,,
,,,,,,,,,,,,887,3824,,,
,,,,,,,,,,,,888,3824,,,
,,,,,,,,,,,,889,3824,,,
,,,,,,,,,,,,890,3823,,,
,,,,,,,,,,,,891,3823,,,
,,,,,,,,,,,,892,3822,,,
,,,,,,,,,,,,893,3822,,,
,,,,,,,,,,,,894,3822,,,
,,,,,,,,,,,,895,3821,,,
,,,,,,,,,,,,896,3821,,,
,,,,,,,,,,,,897,3820,,,
,,,,,,,,,,,,898,3820,,,
,,,,,,,,,,,,899,3820,,,
,,,,,,,,,,,,900,3819,,,
,,,,,,,,,,,,901,3819,,,
,,,,,,,,,,,,902,3818,,,
,,,,,,,,,,,,903,3818,,,
,,,,,,,,,,,,904,3818,,,
,,,,,,,,,,,,905,3817,,,
,,,,,,,,,,,,906,3817,,,
,,,,,,,,,,,,907,3816,,,
,,,,,,,,,,,,908,3816,,,
,,,,,,,,,,,,909,3816,,,
,,,,,,,,,,,,910,3815,,,
,,,,,,,,,,,,911,3815,,,
,,,,,,,,,,,,912,3814,,,
,,,,,,,,,,,,913,3814,,,
,,,,,,,,,,,,914,3814,,,
,,,,,,,,,,,,915,3813,,,
,,,,,,,,,,,,916,3813,,,
,,,,,,,,,,,,917,3812,,,
,,,,,,,,,,,,918,3812,,,
,,,,,,,,,,,,919,3812,,,
,,,,,,,,,,,,920,3811,,,
,,,,,,,,,,,,921,3811,,,
,,,,,,,,,,,,922,3810,,,
,,,,,,,,,,,,923,3810,,,
,,,,,,,,,,,,924,3810,,,
,,,,,,,,,,,,925,3809,,,
,,,,,,,,,,,,926,3809,,,
,,,,,,,,,,,,927,3808,,,
,,,,,,,,,,,,928,3808,,,
,,,,,,,,,,,,929,3808,,,
,,,,,,,,,,,,930,3807,,,
,,,,,,,,,,,,931,3807,,,
,,,,,,,,,,,,932,3806,,,
,,,,,,,,,,,,933,3806,,,
,,,,,,,,,,,,934,3806,,,
,,,,,,,,,,,,935,3805,,,
,,,,,,,,,,,,936,3805,,,
,,,,,,,,,,,,937,3804,,,
,,,,,,,,,,,,938,3804,,,
,,,,,,,,,,,,939,3804,,,
,,,,,,,,,,,,940,3803,,,
,,,,,,,,,,,,941,3803,,,
,,,,,,,,,,,,942,3802,,,
,,,,,,,,,,,,943,3802,,,
,,,,,,,,,,,,944,3802,,,
,,,,,,,,,,,,945,3801,,,
,,,,,,,,,,,,946,3801,,,
,,,,,,,,,,,,947,3800,,,
,,,,,,,,,,,,948,3800,,,
,,,,,,,,,,,,949,3800,,,
,,,,,,,,,,,,950,3799,,,
,,,,,,,,,,,,951,3799,,,
,,,,,,,,,,,,952,3798,,,
,,,,,,,,,,,,953,3798,,,
,,,,,,,,,,,,954,3798,,,
,,,,,,,,,,,,955,3797,,,
,,,,,,,,,,,,956,3797,,,
,,,,,,,,,,,,957,3796,,,
,,,,,,,,,,,,958,3796,,,
,,,,,,,,,,,,959,3796,,,
,,,,,,,,,,,,960,3795,,,
,,,,,,,,,,,,961,3795,,,
,,,,,,,,,,,,962,3794,,,
,,,,,,,,,,,,963,3794,,,
,,,,,,,,,,,,964,3794,,,
,,,,,,,,,,,,965,3793,,,
,,,,,,,,,,,,966,3793,,,
,,,,,,,,,,,,967,3792,,,
,,,,,,,,,,,,968,3792,,,
,,,,,,,,,,,,969,3792,,,
,,,,,,,,,,,,970,3791,,,
,,,,,,,,,,,,971,3791,,,
,,,,,,,,,,,,972,3790,,,
,,,,,,,,,,,,973,3790,,,
,,,,,,,,,,,,974,3790,,,
,,,,,,,,,,,,975,3789,,,
,,,,,,,,,,,,976,3789,,,
,,,,,,,,,,,,977,3788,,,
,,,,,,,,,,,,978,3788,,,
,,,,,,,,,,,,979,3788,,,
,,,,,,,,,,,,980,3787,,,
,,,,,,,,,,,,981,3787,,,
,,,,,,,,,,,,982,3786,,,
,,,,,,,,,,,,983,3786,,,
,,,,,,,,,,,,984,3786,,,
,,,,,,,,,,,,985,3785,,,
,,,,,,,,,,,,986,3785,,,
,,,,,,,,,,,,987,3784,,,
,,,,,,,,,,,,988,3784,,,
,,,,,,,,,,,,989,3784,,,
,,,,,,,,,,,,990,3783,,,
,,,,,,,,,,,,991,3783,,,
,,,,,,,,,,,,992,3782,,,
,,,,,,,,,,,,993,3782,,,
,,,,,,,,,,,,994,3782,,,
,,,,,,,,,,,,995,3781,,,
,,,,,,,,,,,,996,3781,,,
,,,,,,,,,,,,997,3780,,,
,,,,,,,,,,,,998,3780,,,
,,,,,,,,,,,,999,3780,,,
,,,,,,,,,,,,1000,3779,,,
,,,,,,,,,,,,1001,3779,,,
,,,,,,,,,,,,1002,3778,,,
,,,,,,,,,,,,1003,3778,,,
,,,,,,,,,,,,1004,3778,,,
,,,,,,,,,,,,1005,3777,,,
,,,,,,,,,,,,1006,3777,,,
,,,,,,,,,,,,1007,3776,,,
,,,,,,,,,,,,1008,3776,,,
,,,,,,,,,,,,1009,3776,,,
,,,,,,,,,,,,1010,3775,,,
,,,,,,,,,,,,1011,3775,,,
,,,,,,,,,,,,1012,3774,,,
,,,,,,,,,,,,1013,3774,,,
,,,,,,,,,,,,1014,3774,,,
,,,,,,,,,,,,1015,3773,,,
,,,,,,,,,,,,1016,3773,,,
,,,,,,,,,,,,1017,3772,,,
,,,,,,,,,,,,1018,3772,,,
,,,,,,,,,,,,1019,3772,,,
,,,,,,,,,,,,1020,3771,,,
,,,,,,,,,,,,1021,3771,,,
,,,,,,,,,,,,1022,3770,,,
,,,,,,,,,,,,1023,3770,,,
,,,,,,,,,,,,1024,3770,,,
,,,,,,,,,,,,1025,3769,,,
,,,,,,,,,,,,1026,3769,,,
,,,,,,,,,,,,1027,3768,,,
,,,,,,,,,,,,1028,3768,,,
,,,,,,,,,,,,1029,3768,,,
,,,,,,,,,,,,1030,3767,,,
,,,,,,,,,,,,1031,3767,,,
,,,,,,,,,,,,1032,3766,,,
,,,,,,,,,,,,1033,3766,,,
,,,,,,,,,,,,1034,3766,,,
,,,,,,,,,,,,1035,3765,,,
,,,,,,,,,,,,1036,3765,,,
,,,,,,,,,,,,1037,3764,,,
,,,,,,,,,,,,1038,3764,,,
,,,,,,,,,,,,1039,3764,,,
,,,,,,,,,,,,1040,3763,,,
,,,,,,,,,,,,1041,3763,,,
,,,,,,,,,,,,1042,3762,,,
,,,,,,,,,,,,1043,3762,,,
,,,,,,,,,,,,1044,3762,,,
,,,,,,,,,,,,1045,3761,,,
,,,,,,,,,,,,1046,3761,,,
,,,,,,,,,,,,1047,3760,,,
,,,,,,,,,,,,1048,3760,,,
,,,,,,,,,,,,1049,3760,,,
,,,,,,,,,,,,1050,3759,,,
,,,,,,,,,,,,1051,3759,,,
,,,,,,,,,,,,1052,3758,,,
,,,,,,,,,,,,1053,3758,,,
,,,,,,,,,,,,1054,3758,,,
,,,,,,,,,,,,1055,3757,,,
,,,,,,,,,,,,1056,3757,,,
,,,,,,,,,,,,1057,3756,,,
,,,,,,,,,,,,1058,3756,,,
,,,,,,,,,,,,1059,3756,,,
,,,,,,,,,,,,1060,3755,,,
,,,,,,,,,,,,1061,3755,,,
,,,,,,,,,,,,1062,3754,,,
,,,,,,,,,,,,1063,3754,,,
,,,,,,,,,,,,1064,3754,,,
,,,,,,,,,,,,1065,3753,,,
,,,,,,,,,,,,1066,3753,,,
,,,,,,,,,,,,1067,3752,,,
,,,,,,,,,,,,1068,3752,,,
,,,,,,,,,,,,1069,3752,,,
,,,,,,,,,,,,1070,3751,,,
,,,,,,,,,,,,1071,3751,,,
,,,,,,,,,,,,1072,3750,,,
,,,,,,,,,,,,1073,3750,,,
,,,,,,,,,,,,1074,3750,,,
,,,,,,,,,,,,1075,3749,,,
,,,,,,,,,,,,1076,3749,,,
,,,,,,,,,,,,1077,3748,,,
,,,,,,,,,,,,1078,3748,,,
,,,,,,,,,,,,1079,3748,,,
,,,,,,,,,,,,1080,3747,,,
,,,,,,,,,,,,1081,3747,,,
,,,,,,,,,,,,1082,3746,,,
,,,,,,,,,,,,1083,3746,,,
,,,,,,,,,,,,1084,3746,,,
,,,,,,,,,,,,1085,3745,,,
,,,,,,,,,,,,1086,3745,,,
,,,,,,,,,,,,1087,3744,,,
,,,,,,,,,,,,1088,3744,,,
,,,,,,,,,,,,1089,3744,,,
,,,,,,,,,,,,1090,3743,,,
,,,,,,,,,,,,1091,3743,,,
,,,,,,,,,,,,1092,3742,,,
,,,,,,,,,,,,1093,3742,,,
,,,,,,,,,,,,1094,3742,,,
,,,,,,,,,,,,1095,3741,,,
,,,,,,,,,,,,1096,3741,,,
,,,,,,,,,,,,1097,3740,,,
,,,,,,,,,,,,1098,3740,,,
,,,,,,,,,,,,1099,3740,,,
,,,,,,,,,,,,1100,3739,,,
,,,,,,,,,,,,1101,3739,,,
,,,,,,,,,,,,1102,3738,,,
,,,,,,,,,,,,1103,3738,,,
,,,,,,,,,,,,1104,3738,,,
,,,,,,,,,,,,1105,3737,,,
,,,,,,,,,,,,1106,3737,,,
,,,,,,,,,,,,1107,3736,,,
,,,,,,,,,,,,1108,3736,,,
,,,,,,,,,,,,1109,3736,,,
,,,,,,,,,,,,1110,3735,,,
,,,,,,,,,,,,1111,3735,,,
,,,,,,,,,,,,1112,3734,,,
,,,,,,,,,,,,1113,3734,,,
,,,,,,,,,,,,1114,3734,,,
,,,,,,,,,,,,1115,3733,,,
,,,,,,,,,,,,1116,3733,,,
,,,,,,,,,,,,1117,3732,,,
,,,,,,,,,,,,1118,3732,,,
,,,,,,,,,,,,1119,3732,,,
,,,,,,,,,,,,1120,3731,,,
,,,,,,,,,,,,1121,3731,,,
,,,,,,,,,,,,1122,3730,,,
,,,,,,,,,,,,1123,3730,,,
,,,,,,,,,,,,1124,3730,,,
,,,,,,,,,,,,1125,3729,,,
,,,,,,,,,,,,1126,3729,,,
,,,,,,,,,,,,1127,3728,,,
,,,,,,,,,,,,1128,3728,,,
,,,,,,,,,,,,1129,3728,,,
,,,,,,,,,,,,1130,3727,,,
,,,,,,,,,,,,1131,3727,,,
,,,,,,,,,,,,1132,3726,,,
,,,,,,,,,,,,1133,3726,,,
,,,,,,,,,,,,1134,3726,,,
,,,,,,,,,,,,1135,3725,,,
,,,,,,,,,,,,1136,3725,,,
,,,,,,,,,,,,1137,3724,,,
,,,,,,,,,,,,1138,3724,,,
,,,,,,,,,,,,1139,3724,,,
,,,,,,,,,,,,1140,3723,,,
,,,,,,,,,,,,1141,3723,,,
,,,,,,,,,,,,1142,3722,,,
,,,,,,,,,,,,1143,3722,,,
,,,,,,,,,,,,1144,3722,,,
,,,,,,,,,,,,1145,3721,,,
,,,,,,,,,,,,1146,3721,,,
,,,,,,,,,,,,1147,3720,,,
,,,,,,,,,,,,1148,3720,,,
,,,,,,,,,,,,1149,3720,,,
,,,,,,,,,,,,1150,3719,,,
,,,,,,,,,,,,1151,3719,,,
,,,,,,,,,,,,1152,3718,,,
,,,,,,,,,,,,1153,3718,,,
,,,,,,,,,,,,1154,3718,,,
,,,,,,,,,,,,1155,3717,,,
,,,,,,,,,,,,1156,3717,,,
,,,,,,,,,,,,1157,3716,,,
,,,,,,,,,,,,1158,3716,,,
,,,,,,,,,,,,1159,3716,,,
,,,,,,,,,,,,1160,3715,,,
,,,,,,,,,,,,1161,3715,,,
,,,,,,,,,,,,1162,3714,,,
,,,,,,,,,,,,1163,3714,,,
,,,,,,,,,,,,1164,3714,,,
,,,,,,,,,,,,1165,3713,,,
,,,,,,,,,,,,1166,3713,,,
,,,,,,,,,,,,1167,3712,,,
,,,,,,,,,,,,1168,3712,,,
,,,,,,,,,,,,1169,3712,,,
,,,,,,,,,,,,1170,3711,,,
,,,,,,,,,,,,1171,3711,,,
,,,,,,,,,,,,1172,3710,,,
,,,,,,,,,,,,1173,3710,,,
,,,,,,,,,,,,1174,3710,,,
,,,,,,,,,,,,1175,3709,,,
,,,,,,,,,,,,1176,3709,,,
,,,,,,,,,,,,1177,3708,,,
,,,,,,,,,,,,1178,3708,,,
,,,,,,,,,,,,1179,3708,,,
,,,,,,,,,,,,1180,3707,,,
,,,,,,,,,,,,1181,3707,,,
,,,,,,,,,,,,1182,3706,,,
,,,,,,,,,,,,1183,3706,,,
,,,,,,,,,,,,1184,3706,,,
,,,,,,,,,,,,1185,3705,,,
,,,,,,,,,,,,1186,3705,,,
,,,,,,,,,,,,1187,3704,,,
,,,,,,,,,,,,1188,3704,,,
,,,,,,,,,,,,1189,3704,,,
,,,,,,,,,,,,1190,3703,,,
,,,,,,,,,,,,1191,3703,,,
,,,,,,,,,,,,1192,3702,,,
,,,,,,,,,,,,1193,3702,,,
,,,,,,,,,,,,1194,3702,,,
,,,,,,,,,,,,1195,3701,,,
,,,,,,,,,,,,1196,3701,,,
,,,,,,,,,,,,1197,3700,,,
,,,,,,,,,,,,1198,3700,,,
,,,,,,,,,,,,1199,3700,,,
,,,,,,,,,,,,1200,3699,,,
,,,,,,,,,,,,1201,3699,,,
,,,,,,,,,,,,1202,3698,,,
,,,,,,,,,,,,1203,3698,,,
,,,,,,,,,,,,1204,3698,,,
,,,,,,,,,,,,1205,3697,,,
,,,,,,,,,,,,1206,3697,,,
,,,,,,,,,,,,1207,3696,,,
,,,,,,,,,,,,1208,3696,,,
,,,,,,,,,,,,1209,3696,,,
,,,,,,,,,,,,1210,3695,,,
,,,,,,,,,,,,1211,3695,,,
,,,,,,,,,,,,1212,3694,,,
,,,,,,,,,,,,1213,3694,,,
,,,,,,,,,,,,1214,3694,,,
,,,,,,,,,,,,1215,3693,,,
,,,,,,,,,,,,1216,3693,,,
,,,,,,,,,,,,1217,3692,,,
,,,,,,,,,,,,1218,3692,,,
,,,,,,,,,,,,1219,3692,,,
,,,,,,,,,,,,1220,3691,,,
,,,,,,,,,,,,1221,3691,,,
,,,,,,,,,,,,1222,3690,,,
,,,,,,,,,,,,1223,3690,,,
,,,,,,,,,,,,1224,3690,,,
,,,,,,,,,,,,1225,3689,,,
,,,,,,,,,,,,1226,3689,,,
,,,,,,,,,,,,1227,3688,,,
,,,,,,,,,,,,1228,3688,,,
,,,,,,,,,,,,1229,3688,,,
,,,,,,,,,,,,1230,3687,,,
,,,,,,,,,,,,1231,3687,,,
,,,,,,,,,,,,1232,3686,,,
,,,,,,,,,,,,1233,3686,,,
,,,,,,,,,,,,1234,3686,,,
,,,,,,,,,,,,1235,3685,,,
,,,,,,,,,,,,1236,3685,,,
,,,,,,,,,,,,1237,3684,,,
,,,,,,,,,,,,1238,3684,,,
,,,,,,,,,,,,1239,3684,,,
,,,,,,,,,,,,1240,3683,,,
,,,,,,,,,,,,1241,3683,,,
,,,,,,,,,,,,1242,3682,,,
,,,,,,,,,,,,1243,3682,,,
,,,,,,,,,,,,1244,3682,,,
,,,,,,,,,,,,1245,3681,,,
,,,,,,,,,,,,1246,3681,,,
,,,,,,,,,,,,1247,3680,,,
,,,,,,,,,,,,1248,3680,,,
,,,,,,,,,,,,1249,3680,,,
,,,,,,,,,,,,1250,3679,,,
,,,,,,,,,,,,1251,3679,,,
,,,,,,,,,,,,1252,3678,,,
,,,,,,,,,,,,1253,3678,,,
,,,,,,,,,,,,1254,3678,,,
,,,,,,,,,,,,1255,3677,,,
,,,,,,,,,,,,1256,3677,,,
,,,,,,,,,,,,1257,3676,,,
,,,,,,,,,,,,1258,3676,,,
,,,,,,,,,,,,1259,3676,,,
,,,,,,,,,,,,1260,3675,,,
,,,,,,,,,,,,1261,3675,,,
,,,,,,,,,,,,1262,3674,,,
,,,,,,,,,,,,1263,3674,,,
,,,,,,,,,,,,1264,3674,,,
,,,,,,,,,,,,1265,3673,,,
,,,,,,,,,,,,1266,3673,,,
,,,,,,,,,,,,1267,3672,,,
,,,,,,,,,,,,1268,3672,,,
,,,,,,,,,,,,1269,3672,,,
,,,,,,,,,,,,1270,3671,,,
,,,,,,,,,,,,1271,3671,,,
,,,,,,,,,,,,1272,3670,,,
,,,,,,,,,,,,1273,3670,,,
,,,,,,,,,,,,1274,3670,,,
,,,,,,,,,,,,1275,3669,,,
,,,,,,,,,,,,1276,3669,,,
,,,,,,,,,,,,1277,3668,,,
