排序号,声望奖励,游戏币奖励,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,单次挑战奖励银币
909,3816,12521,,,,,,,
910,3815,12515,,,,,,,
911,3815,12509,,,,,,,
912,3814,12503,,,,,,,
913,3814,12497,,,,,,,
914,3814,12491,,,,,,,
915,3813,12485,,,,,,,
916,3813,12479,,,,,,,
917,3812,12473,,,,,,,
918,3812,12467,,,,,,,
919,3812,12461,,,,,,,
920,3811,12455,,,,,,,
921,3811,12449,,,,,,,
922,3810,12443,,,,,,,
923,3810,12437,,,,,,,
924,3810,12431,,,,,,,
925,3809,12425,,,,,,,
926,3809,12419,,,,,,,
927,3808,12413,,,,,,,
928,3808,12408,,,,,,,
929,3808,12402,,,,,,,
930,3807,12396,,,,,,,
931,3807,12390,,,,,,,
932,3806,12384,,,,,,,
933,3806,12378,,,,,,,
934,3806,12372,,,,,,,
935,3805,12367,,,,,,,
936,3805,12361,,,,,,,
937,3804,12355,,,,,,,
938,3804,12349,,,,,,,
939,3804,12343,,,,,,,
940,3803,12337,,,,,,,
941,3803,12332,,,,,,,
942,3802,12326,,,,,,,
943,3802,12320,,,,,,,
944,3802,12314,,,,,,,
945,3801,12308,,,,,,,
946,3801,12303,,,,,,,
947,3800,12297,,,,,,,
948,3800,12291,,,,,,,
949,3800,12285,,,,,,,
950,3799,12280,,,,,,,
951,3799,12274,,,,,,,
952,3798,12268,,,,,,,
953,3798,12262,,,,,,,
954,3798,12257,,,,,,,
955,3797,12251,,,,,,,
956,3797,12245,,,,,,,
957,3796,12240,,,,,,,
958,3796,12234,,,,,,,
959,3796,12228,,,,,,,
960,3795,12222,,,,,,,
961,3795,12217,,,,,,,
962,3794,12211,,,,,,,
963,3794,12205,,,,,,,
964,3794,12200,,,,,,,
965,3793,12194,,,,,,,
966,3793,12188,,,,,,,
967,3792,12183,,,,,,,
968,3792,12177,,,,,,,
969,3792,12171,,,,,,,
970,3791,12166,,,,,,,
971,3791,12160,,,,,,,
972,3790,12155,,,,,,,
973,3790,12149,,,,,,,
974,3790,12143,,,,,,,
975,3789,12138,,,,,,,
976,3789,12132,,,,,,,
977,3788,12127,,,,,,,
978,3788,12121,,,,,,,
979,3788,12115,,,,,,,
980,3787,12110,,,,,,,
981,3787,12104,,,,,,,
982,3786,12099,,,,,,,
983,3786,12093,,,,,,,
984,3786,12088,,,,,,,
985,3785,12082,,,,,,,
986,3785,12077,,,,,,,
987,3784,12071,,,,,,,
988,3784,12065,,,,,,,
989,3784,12060,,,,,,,
990,3783,12054,,,,,,,
991,3783,12049,,,,,,,
992,3782,12043,,,,,,,
993,3782,12038,,,,,,,
994,3782,12032,,,,,,,
995,3781,12027,,,,,,,
996,3781,12021,,,,,,,
997,3780,12016,,,,,,,
998,3780,12010,,,,,,,
999,3780,12005,,,,,,,
1000,3779,12000,,,,,,,
1001,3779,12000,,,,,,,
1002,3778,12000,,,,,,,
1003,3778,12000,,,,,,,
1004,3778,12000,,,,,,,
1005,3777,12000,,,,,,,
1006,3777,12000,,,,,,,
1007,3776,12000,,,,,,,
1008,3776,12000,,,,,,,
1009,3776,12000,,,,,,,
1010,3775,12000,,,,,,,
1011,3775,12000,,,,,,,
1012,3774,12000,,,,,,,
1013,3774,12000,,,,,,,
1014,3774,12000,,,,,,,
1015,3773,12000,,,,,,,
1016,3773,12000,,,,,,,
1017,3772,12000,,,,,,,
1018,3772,12000,,,,,,,
1019,3772,12000,,,,,,,
1020,3771,12000,,,,,,,
1021,3771,12000,,,,,,,
1022,3770,12000,,,,,,,
1023,3770,12000,,,,,,,
1024,3770,12000,,,,,,,
1025,3769,12000,,,,,,,
1026,3769,12000,,,,,,,
1027,3768,12000,,,,,,,
1028,3768,12000,,,,,,,
1029,3768,12000,,,,,,,
1030,3767,12000,,,,,,,
1031,3767,12000,,,,,,,
1032,3766,12000,,,,,,,
1033,3766,12000,,,,,,,
1034,3766,12000,,,,,,,
1035,3765,12000,,,,,,,
1036,3765,12000,,,,,,,
1037,3764,12000,,,,,,,
1038,3764,12000,,,,,,,
1039,3764,12000,,,,,,,
1040,3763,12000,,,,,,,
1041,3763,12000,,,,,,,
1042,3762,12000,,,,,,,
1043,3762,12000,,,,,,,
1044,3762,12000,,,,,,,
1045,3761,12000,,,,,,,
1046,3761,12000,,,,,,,
1047,3760,12000,,,,,,,
1048,3760,12000,,,,,,,
1049,3760,12000,,,,,,,
1050,3759,12000,,,,,,,
1051,3759,12000,,,,,,,
1052,3758,12000,,,,,,,
1053,3758,12000,,,,,,,
1054,3758,12000,,,,,,,
1055,3757,12000,,,,,,,
1056,3757,12000,,,,,,,
1057,3756,12000,,,,,,,
1058,3756,12000,,,,,,,
1059,3756,12000,,,,,,,
1060,3755,12000,,,,,,,
1061,3755,12000,,,,,,,
1062,3754,12000,,,,,,,
1063,3754,12000,,,,,,,
1064,3754,12000,,,,,,,
1065,3753,12000,,,,,,,
1066,3753,12000,,,,,,,
1067,3752,12000,,,,,,,
1068,3752,12000,,,,,,,
1069,3752,12000,,,,,,,
1070,3751,12000,,,,,,,
1071,3751,12000,,,,,,,
1072,3750,12000,,,,,,,
1073,3750,12000,,,,,,,
1074,3750,12000,,,,,,,
1075,3749,12000,,,,,,,
1076,3749,12000,,,,,,,
1077,3748,12000,,,,,,,
1078,3748,12000,,,,,,,
1079,3748,12000,,,,,,,
1080,3747,12000,,,,,,,
1081,3747,12000,,,,,,,
1082,3746,12000,,,,,,,
1083,3746,12000,,,,,,,
1084,3746,12000,,,,,,,
1085,3745,12000,,,,,,,
1086,3745,12000,,,,,,,
1087,3744,12000,,,,,,,
1088,3744,12000,,,,,,,
1089,3744,12000,,,,,,,
1090,3743,12000,,,,,,,
1091,3743,12000,,,,,,,
1092,3742,12000,,,,,,,
1093,3742,12000,,,,,,,
1094,3742,12000,,,,,,,
1095,3741,12000,,,,,,,
1096,3741,12000,,,,,,,
1097,3740,12000,,,,,,,
1098,3740,12000,,,,,,,
1099,3740,12000,,,,,,,
1100,3739,12000,,,,,,,
1101,3739,12000,,,,,,,
1102,3738,12000,,,,,,,
1103,3738,12000,,,,,,,
1104,3738,12000,,,,,,,
1105,3737,12000,,,,,,,
1106,3737,12000,,,,,,,
1107,3736,12000,,,,,,,
1108,3736,12000,,,,,,,
1109,3736,12000,,,,,,,
1110,3735,12000,,,,,,,
1111,3735,12000,,,,,,,
1112,3734,12000,,,,,,,
1113,3734,12000,,,,,,,
1114,3734,12000,,,,,,,
1115,3733,12000,,,,,,,
1116,3733,12000,,,,,,,
1117,3732,12000,,,,,,,
1118,3732,12000,,,,,,,
1119,3732,12000,,,,,,,
1120,3731,12000,,,,,,,
1121,3731,12000,,,,,,,
1122,3730,12000,,,,,,,
1123,3730,12000,,,,,,,
1124,3730,12000,,,,,,,
1125,3729,12000,,,,,,,
1126,3729,12000,,,,,,,
1127,3728,12000,,,,,,,
1128,3728,12000,,,,,,,
1129,3728,12000,,,,,,,
1130,3727,12000,,,,,,,
1131,3727,12000,,,,,,,
1132,3726,12000,,,,,,,
1133,3726,12000,,,,,,,
1134,3726,12000,,,,,,,
1135,3725,12000,,,,,,,
1136,3725,12000,,,,,,,
1137,3724,12000,,,,,,,
1138,3724,12000,,,,,,,
1139,3724,12000,,,,,,,
1140,3723,12000,,,,,,,
1141,3723,12000,,,,,,,
1142,3722,12000,,,,,,,
1143,3722,12000,,,,,,,
1144,3722,12000,,,,,,,
1145,3721,12000,,,,,,,
1146,3721,12000,,,,,,,
1147,3720,12000,,,,,,,
1148,3720,12000,,,,,,,
1149,3720,12000,,,,,,,
1150,3719,12000,,,,,,,
1151,3719,12000,,,,,,,
1152,3718,12000,,,,,,,
1153,3718,12000,,,,,,,
1154,3718,12000,,,,,,,
1155,3717,12000,,,,,,,
1156,3717,12000,,,,,,,
1157,3716,12000,,,,,,,
1158,3716,12000,,,,,,,
1159,3716,12000,,,,,,,
1160,3715,12000,,,,,,,
1161,3715,12000,,,,,,,
1162,3714,12000,,,,,,,
1163,3714,12000,,,,,,,
1164,3714,12000,,,,,,,
1165,3713,12000,,,,,,,
1166,3713,12000,,,,,,,
1167,3712,12000,,,,,,,
1168,3712,12000,,,,,,,
1169,3712,12000,,,,,,,
1170,3711,12000,,,,,,,
1171,3711,12000,,,,,,,
1172,3710,12000,,,,,,,
1173,3710,12000,,,,,,,
1174,3710,12000,,,,,,,
1175,3709,12000,,,,,,,
1176,3709,12000,,,,,,,
1177,3708,12000,,,,,,,
1178,3708,12000,,,,,,,
1179,3708,12000,,,,,,,
1180,3707,12000,,,,,,,
1181,3707,12000,,,,,,,
1182,3706,12000,,,,,,,
1183,3706,12000,,,,,,,
1184,3706,12000,,,,,,,
1185,3705,12000,,,,,,,
1186,3705,12000,,,,,,,
1187,3704,12000,,,,,,,
1188,3704,12000,,,,,,,
1189,3704,12000,,,,,,,
1190,3703,12000,,,,,,,
1191,3703,12000,,,,,,,
1192,3702,12000,,,,,,,
1193,3702,12000,,,,,,,
1194,3702,12000,,,,,,,
1195,3701,12000,,,,,,,
1196,3701,12000,,,,,,,
1197,3700,12000,,,,,,,
1198,3700,12000,,,,,,,
1199,3700,12000,,,,,,,
1200,3699,12000,,,,,,,
1201,3699,12000,,,,,,,
1202,3698,12000,,,,,,,
1203,3698,12000,,,,,,,
1204,3698,12000,,,,,,,
1205,3697,12000,,,,,,,
1206,3697,12000,,,,,,,
1207,3696,12000,,,,,,,
1208,3696,12000,,,,,,,
1209,3696,12000,,,,,,,
1210,3695,12000,,,,,,,
1211,3695,12000,,,,,,,
1212,3694,12000,,,,,,,
1213,3694,12000,,,,,,,
1214,3694,12000,,,,,,,
1215,3693,12000,,,,,,,
1216,3693,12000,,,,,,,
1217,3692,12000,,,,,,,
1218,3692,12000,,,,,,,
1219,3692,12000,,,,,,,
1220,3691,12000,,,,,,,
1221,3691,12000,,,,,,,
1222,3690,12000,,,,,,,
1223,3690,12000,,,,,,,
1224,3690,12000,,,,,,,
1225,3689,12000,,,,,,,
1226,3689,12000,,,,,,,
1227,3688,12000,,,,,,,
1228,3688,12000,,,,,,,
1229,3688,12000,,,,,,,
1230,3687,12000,,,,,,,
1231,3687,12000,,,,,,,
1232,3686,12000,,,,,,,
1233,3686,12000,,,,,,,
1234,3686,12000,,,,,,,
1235,3685,12000,,,,,,,
1236,3685,12000,,,,,,,
1237,3684,12000,,,,,,,
1238,3684,12000,,,,,,,
1239,3684,12000,,,,,,,
1240,3683,12000,,,,,,,
1241,3683,12000,,,,,,,
1242,3682,12000,,,,,,,
1243,3682,12000,,,,,,,
1244,3682,12000,,,,,,,
1245,3681,12000,,,,,,,
1246,3681,12000,,,,,,,
1247,3680,12000,,,,,,,
1248,3680,12000,,,,,,,
1249,3680,12000,,,,,,,
1250,3679,12000,,,,,,,
1251,3679,12000,,,,,,,
1252,3678,12000,,,,,,,
1253,3678,12000,,,,,,,
1254,3678,12000,,,,,,,
1255,3677,12000,,,,,,,
1256,3677,12000,,,,,,,
1257,3676,12000,,,,,,,
1258,3676,12000,,,,,,,
1259,3676,12000,,,,,,,
1260,3675,12000,,,,,,,
1261,3675,12000,,,,,,,
1262,3674,12000,,,,,,,
1263,3674,12000,,,,,,,
1264,3674,12000,,,,,,,
1265,3673,12000,,,,,,,
1266,3673,12000,,,,,,,
1267,3672,12000,,,,,,,
1268,3672,12000,,,,,,,
1269,3672,12000,,,,,,,
1270,3671,12000,,,,,,,
1271,3671,12000,,,,,,,
1272,3670,12000,,,,,,,
1273,3670,12000,,,,,,,
1274,3670,12000,,,,,,,
1275,3669,12000,,,,,,,
1276,3669,12000,,,,,,,
1277,3668,12000,,,,,,,
1278,3668,12000,,,,,,,
1279,3668,12000,,,,,,,
1280,3667,12000,,,,,,,
1281,3667,12000,,,,,,,
1282,3666,12000,,,,,,,
1283,3666,12000,,,,,,,
1284,3666,12000,,,,,,,
1285,3665,12000,,,,,,,
1286,3665,12000,,,,,,,
1287,3664,12000,,,,,,,
1288,3664,12000,,,,,,,
1289,3664,12000,,,,,,,
1290,3663,12000,,,,,,,
1291,3663,12000,,,,,,,
1292,3662,12000,,,,,,,
1293,3662,12000,,,,,,,
1294,3662,12000,,,,,,,
1295,3661,12000,,,,,,,
1296,3661,12000,,,,,,,
1297,3660,12000,,,,,,,
1298,3660,12000,,,,,,,
1299,3660,12000,,,,,,,
1300,3659,12000,,,,,,,
1301,3659,12000,,,,,,,
1302,3658,12000,,,,,,,
1303,3658,12000,,,,,,,
1304,3658,12000,,,,,,,
1305,3657,12000,,,,,,,
1306,3657,12000,,,,,,,
1307,3656,12000,,,,,,,
1308,3656,12000,,,,,,,
1309,3656,12000,,,,,,,
1310,3655,12000,,,,,,,
1311,3655,12000,,,,,,,
1312,3654,12000,,,,,,,
1313,3654,12000,,,,,,,
1314,3654,12000,,,,,,,
1315,3653,12000,,,,,,,
1316,3653,12000,,,,,,,
1317,3652,12000,,,,,,,
1318,3652,12000,,,,,,,
1319,3652,12000,,,,,,,
1320,3651,12000,,,,,,,
1321,3651,12000,,,,,,,
1322,3650,12000,,,,,,,
1323,3650,12000,,,,,,,
1324,3650,12000,,,,,,,
1325,3649,12000,,,,,,,
1326,3649,12000,,,,,,,
1327,3648,12000,,,,,,,
1328,3648,12000,,,,,,,
1329,3648,12000,,,,,,,
1330,3647,12000,,,,,,,
1331,3647,12000,,,,,,,
1332,3646,12000,,,,,,,
1333,3646,12000,,,,,,,
1334,3646,12000,,,,,,,
1335,3645,12000,,,,,,,
1336,3645,12000,,,,,,,
1337,3644,12000,,,,,,,
1338,3644,12000,,,,,,,
1339,3644,12000,,,,,,,
1340,3643,12000,,,,,,,
1341,3643,12000,,,,,,,
1342,3642,12000,,,,,,,
1343,3642,12000,,,,,,,
1344,3642,12000,,,,,,,
1345,3641,12000,,,,,,,
1346,3641,12000,,,,,,,
1347,3640,12000,,,,,,,
1348,3640,12000,,,,,,,
1349,3640,12000,,,,,,,
1350,3639,12000,,,,,,,
1351,3639,12000,,,,,,,
1352,3638,12000,,,,,,,
1353,3638,12000,,,,,,,
1354,3638,12000,,,,,,,
1355,3637,12000,,,,,,,
1356,3637,12000,,,,,,,
1357,3636,12000,,,,,,,
1358,3636,12000,,,,,,,
1359,3636,12000,,,,,,,
1360,3635,12000,,,,,,,
1361,3635,12000,,,,,,,
1362,3634,12000,,,,,,,
1363,3634,12000,,,,,,,
1364,3634,12000,,,,,,,
1365,3633,12000,,,,,,,
1366,3633,12000,,,,,,,
1367,3632,12000,,,,,,,
1368,3632,12000,,,,,,,
1369,3632,12000,,,,,,,
1370,3631,12000,,,,,,,
1371,3631,12000,,,,,,,
1372,3630,12000,,,,,,,
1373,3630,12000,,,,,,,
1374,3630,12000,,,,,,,
1375,3629,12000,,,,,,,
1376,3629,12000,,,,,,,
1377,3628,12000,,,,,,,
1378,3628,12000,,,,,,,
1379,3628,12000,,,,,,,
1380,3627,12000,,,,,,,
1381,3627,12000,,,,,,,
1382,3626,12000,,,,,,,
1383,3626,12000,,,,,,,
1384,3626,12000,,,,,,,
1385,3625,12000,,,,,,,
1386,3625,12000,,,,,,,
1387,3624,12000,,,,,,,
1388,3624,12000,,,,,,,
1389,3624,12000,,,,,,,
1390,3623,12000,,,,,,,
1391,3623,12000,,,,,,,
1392,3622,12000,,,,,,,
1393,3622,12000,,,,,,,
1394,3622,12000,,,,,,,
1395,3621,12000,,,,,,,
1396,3621,12000,,,,,,,
1397,3620,12000,,,,,,,
1398,3620,12000,,,,,,,
1399,3620,12000,,,,,,,
1400,3619,12000,,,,,,,
1401,3619,12000,,,,,,,
1402,3618,12000,,,,,,,
1403,3618,12000,,,,,,,
1404,3618,12000,,,,,,,
1405,3617,12000,,,,,,,
1406,3617,12000,,,,,,,
1407,3616,12000,,,,,,,
1408,3616,12000,,,,,,,
1409,3616,12000,,,,,,,
1410,3615,12000,,,,,,,
1411,3615,12000,,,,,,,
1412,3614,12000,,,,,,,
1413,3614,12000,,,,,,,
1414,3614,12000,,,,,,,
1415,3613,12000,,,,,,,
1416,3613,12000,,,,,,,
1417,3612,12000,,,,,,,
1418,3612,12000,,,,,,,
1419,3612,12000,,,,,,,
1420,3611,12000,,,,,,,
1421,3611,12000,,,,,,,
1422,3610,12000,,,,,,,
1423,3610,12000,,,,,,,
1424,3610,12000,,,,,,,
1425,3609,12000,,,,,,,
1426,3609,12000,,,,,,,
1427,3608,12000,,,,,,,
1428,3608,12000,,,,,,,
1429,3608,12000,,,,,,,
1430,3607,12000,,,,,,,
1431,3607,12000,,,,,,,
1432,3606,12000,,,,,,,
1433,3606,12000,,,,,,,
1434,3606,12000,,,,,,,
1435,3605,12000,,,,,,,
1436,3605,12000,,,,,,,
1437,3604,12000,,,,,,,
1438,3604,12000,,,,,,,
1439,3604,12000,,,,,,,
1440,3603,12000,,,,,,,
1441,3603,12000,,,,,,,
1442,3602,12000,,,,,,,
1443,3602,12000,,,,,,,
1444,3602,12000,,,,,,,
1445,3601,12000,,,,,,,
1446,3601,12000,,,,,,,
1447,3600,12000,,,,,,,
1448,3600,12000,,,,,,,
1449,3600,12000,,,,,,,
1450,3599,12000,,,,,,,
1451,3599,12000,,,,,,,
1452,3598,12000,,,,,,,
1453,3598,12000,,,,,,,
1454,3598,12000,,,,,,,
1455,3597,12000,,,,,,,
1456,3597,12000,,,,,,,
1457,3596,12000,,,,,,,
1458,3596,12000,,,,,,,
1459,3596,12000,,,,,,,
1460,3595,12000,,,,,,,
1461,3595,12000,,,,,,,
1462,3594,12000,,,,,,,
1463,3594,12000,,,,,,,
1464,3594,12000,,,,,,,
1465,3593,12000,,,,,,,
1466,3593,12000,,,,,,,
1467,3592,12000,,,,,,,
1468,3592,12000,,,,,,,
1469,3592,12000,,,,,,,
1470,3591,12000,,,,,,,
1471,3591,12000,,,,,,,
1472,3590,12000,,,,,,,
1473,3590,12000,,,,,,,
1474,3590,12000,,,,,,,
1475,3589,12000,,,,,,,
1476,3589,12000,,,,,,,
1477,3588,12000,,,,,,,
1478,3588,12000,,,,,,,
1479,3588,12000,,,,,,,
1480,3587,12000,,,,,,,
1481,3587,12000,,,,,,,
1482,3586,12000,,,,,,,
1483,3586,12000,,,,,,,
1484,3586,12000,,,,,,,
1485,3585,12000,,,,,,,
1486,3585,12000,,,,,,,
1487,3584,12000,,,,,,,
1488,3584,12000,,,,,,,
1489,3584,12000,,,,,,,
1490,3583,12000,,,,,,,
1491,3583,12000,,,,,,,
1492,3582,12000,,,,,,,
1493,3582,12000,,,,,,,
1494,3582,12000,,,,,,,
1495,3581,12000,,,,,,,
1496,3581,12000,,,,,,,
1497,3580,12000,,,,,,,
1498,3580,12000,,,,,,,
1499,3580,12000,,,,,,,
1500,3579,12000,,,,,,,
1501,3579,12000,,,,,,,
1502,3578,12000,,,,,,,
1503,3578,12000,,,,,,,
1504,3578,12000,,,,,,,
1505,3577,12000,,,,,,,
1506,3577,12000,,,,,,,
1507,3576,12000,,,,,,,
1508,3576,12000,,,,,,,
1509,3576,12000,,,,,,,
1510,3575,12000,,,,,,,
1511,3575,12000,,,,,,,
1512,3574,12000,,,,,,,
1513,3574,12000,,,,,,,
1514,3574,12000,,,,,,,
1515,3573,12000,,,,,,,
1516,3573,12000,,,,,,,
1517,3572,12000,,,,,,,
1518,3572,12000,,,,,,,
1519,3572,12000,,,,,,,
1520,3571,12000,,,,,,,
1521,3571,12000,,,,,,,
1522,3570,12000,,,,,,,
1523,3570,12000,,,,,,,
1524,3570,12000,,,,,,,
1525,3569,12000,,,,,,,
1526,3569,12000,,,,,,,
1527,3568,12000,,,,,,,
1528,3568,12000,,,,,,,
1529,3568,12000,,,,,,,
1530,3567,12000,,,,,,,
1531,3567,12000,,,,,,,
1532,3566,12000,,,,,,,
1533,3566,12000,,,,,,,
1534,3566,12000,,,,,,,
1535,3565,12000,,,,,,,
1536,3565,12000,,,,,,,
1537,3564,12000,,,,,,,
1538,3564,12000,,,,,,,
1539,3564,12000,,,,,,,
1540,3563,12000,,,,,,,
1541,3563,12000,,,,,,,
1542,3562,12000,,,,,,,
1543,3562,12000,,,,,,,
1544,3562,12000,,,,,,,
1545,3561,12000,,,,,,,
1546,3561,12000,,,,,,,
1547,3560,12000,,,,,,,
1548,3560,12000,,,,,,,
1549,3560,12000,,,,,,,
1550,3559,12000,,,,,,,
1551,3559,12000,,,,,,,
1552,3558,12000,,,,,,,
1553,3558,12000,,,,,,,
1554,3558,12000,,,,,,,
1555,3557,12000,,,,,,,
1556,3557,12000,,,,,,,
1557,3556,12000,,,,,,,
1558,3556,12000,,,,,,,
1559,3556,12000,,,,,,,
1560,3555,12000,,,,,,,
1561,3555,12000,,,,,,,
1562,3554,12000,,,,,,,
1563,3554,12000,,,,,,,
1564,3554,12000,,,,,,,
1565,3553,12000,,,,,,,
1566,3553,12000,,,,,,,
1567,3552,12000,,,,,,,
1568,3552,12000,,,,,,,
1569,3552,12000,,,,,,,
1570,3551,12000,,,,,,,
1571,3551,12000,,,,,,,
1572,3550,12000,,,,,,,
1573,3550,12000,,,,,,,
1574,3550,12000,,,,,,,
1575,3549,12000,,,,,,,
1576,3549,12000,,,,,,,
1577,3548,12000,,,,,,,
1578,3548,12000,,,,,,,
1579,3548,12000,,,,,,,
1580,3547,12000,,,,,,,
1581,3547,12000,,,,,,,
1582,3546,12000,,,,,,,
1583,3546,12000,,,,,,,
1584,3546,12000,,,,,,,
1585,3545,12000,,,,,,,
1586,3545,12000,,,,,,,
1587,3544,12000,,,,,,,
1588,3544,12000,,,,,,,
1589,3544,12000,,,,,,,
1590,3543,12000,,,,,,,
1591,3543,12000,,,,,,,
1592,3542,12000,,,,,,,
1593,3542,12000,,,,,,,
1594,3542,12000,,,,,,,
1595,3541,12000,,,,,,,
1596,3541,12000,,,,,,,
1597,3540,12000,,,,,,,
1598,3540,12000,,,,,,,
1599,3540,12000,,,,,,,
1600,3539,12000,,,,,,,
1601,3539,12000,,,,,,,
1602,3538,12000,,,,,,,
1603,3538,12000,,,,,,,
1604,3538,12000,,,,,,,
1605,3537,12000,,,,,,,
1606,3537,12000,,,,,,,
1607,3536,12000,,,,,,,
1608,3536,12000,,,,,,,
1609,3536,12000,,,,,,,
1610,3535,12000,,,,,,,
1611,3535,12000,,,,,,,
1612,3534,12000,,,,,,,
1613,3534,12000,,,,,,,
1614,3534,12000,,,,,,,
1615,3533,12000,,,,,,,
1616,3533,12000,,,,,,,
1617,3532,12000,,,,,,,
1618,3532,12000,,,,,,,
1619,3532,12000,,,,,,,
1620,3531,12000,,,,,,,
1621,3531,12000,,,,,,,
1622,3530,12000,,,,,,,
1623,3530,12000,,,,,,,
1624,3530,12000,,,,,,,
1625,3529,12000,,,,,,,
1626,3529,12000,,,,,,,
1627,3528,12000,,,,,,,
1628,3528,12000,,,,,,,
1629,3528,12000,,,,,,,
1630,3527,12000,,,,,,,
1631,3527,12000,,,,,,,
1632,3526,12000,,,,,,,
1633,3526,12000,,,,,,,
1634,3526,12000,,,,,,,
1635,3525,12000,,,,,,,
1636,3525,12000,,,,,,,
1637,3524,12000,,,,,,,
1638,3524,12000,,,,,,,
1639,3524,12000,,,,,,,
1640,3523,12000,,,,,,,
1641,3523,12000,,,,,,,
1642,3522,12000,,,,,,,
1643,3522,12000,,,,,,,
1644,3522,12000,,,,,,,
1645,3521,12000,,,,,,,
1646,3521,12000,,,,,,,
1647,3520,12000,,,,,,,
1648,3520,12000,,,,,,,
1649,3520,12000,,,,,,,
1650,3519,12000,,,,,,,
1651,3519,12000,,,,,,,
1652,3518,12000,,,,,,,
1653,3518,12000,,,,,,,
1654,3518,12000,,,,,,,
1655,3517,12000,,,,,,,
1656,3517,12000,,,,,,,
1657,3516,12000,,,,,,,
1658,3516,12000,,,,,,,
1659,3516,12000,,,,,,,
1660,3515,12000,,,,,,,
1661,3515,12000,,,,,,,
1662,3514,12000,,,,,,,
1663,3514,12000,,,,,,,
1664,3514,12000,,,,,,,
1665,3513,12000,,,,,,,
1666,3513,12000,,,,,,,
1667,3512,12000,,,,,,,
1668,3512,12000,,,,,,,
1669,3512,12000,,,,,,,
1670,3511,12000,,,,,,,
1671,3511,12000,,,,,,,
1672,3510,12000,,,,,,,
1673,3510,12000,,,,,,,
1674,3510,12000,,,,,,,
1675,3509,12000,,,,,,,
1676,3509,12000,,,,,,,
1677,3508,12000,,,,,,,
1678,3508,12000,,,,,,,
1679,3508,12000,,,,,,,
1680,3507,12000,,,,,,,
1681,3507,12000,,,,,,,
1682,3506,12000,,,,,,,
1683,3506,12000,,,,,,,
1684,3506,12000,,,,,,,
1685,3505,12000,,,,,,,
1686,3505,12000,,,,,,,
1687,3504,12000,,,,,,,
1688,3504,12000,,,,,,,
1689,3504,12000,,,,,,,
1690,3503,12000,,,,,,,
1691,3503,12000,,,,,,,
1692,3502,12000,,,,,,,
1693,3502,12000,,,,,,,
1694,3502,12000,,,,,,,
1695,3501,12000,,,,,,,
1696,3501,12000,,,,,,,
1697,3500,12000,,,,,,,
1698,3500,12000,,,,,,,
1699,3500,12000,,,,,,,
1700,3499,12000,,,,,,,
1701,3499,12000,,,,,,,
1702,3498,12000,,,,,,,
1703,3498,12000,,,,,,,
1704,3498,12000,,,,,,,
1705,3497,12000,,,,,,,
1706,3497,12000,,,,,,,
1707,3496,12000,,,,,,,
1708,3496,12000,,,,,,,
1709,3496,12000,,,,,,,
1710,3495,12000,,,,,,,
1711,3495,12000,,,,,,,
1712,3494,12000,,,,,,,
1713,3494,12000,,,,,,,
1714,3494,12000,,,,,,,
1715,3493,12000,,,,,,,
1716,3493,12000,,,,,,,
1717,3492,12000,,,,,,,
1718,3492,12000,,,,,,,
1719,3492,12000,,,,,,,
1720,3491,12000,,,,,,,
1721,3491,12000,,,,,,,
1722,3490,12000,,,,,,,
1723,3490,12000,,,,,,,
1724,3490,12000,,,,,,,
1725,3489,12000,,,,,,,
1726,3489,12000,,,,,,,
1727,3488,12000,,,,,,,
1728,3488,12000,,,,,,,
1729,3488,12000,,,,,,,
1730,3487,12000,,,,,,,
1731,3487,12000,,,,,,,
1732,3486,12000,,,,,,,
1733,3486,12000,,,,,,,
1734,3486,12000,,,,,,,
1735,3485,12000,,,,,,,
1736,3485,12000,,,,,,,
1737,3484,12000,,,,,,,
1738,3484,12000,,,,,,,
1739,3484,12000,,,,,,,
1740,3483,12000,,,,,,,
1741,3483,12000,,,,,,,
1742,3482,12000,,,,,,,
1743,3482,12000,,,,,,,
1744,3482,12000,,,,,,,
1745,3481,12000,,,,,,,
1746,3481,12000,,,,,,,
1747,3480,12000,,,,,,,
1748,3480,12000,,,,,,,
1749,3480,12000,,,,,,,
1750,3479,12000,,,,,,,
1751,3479,12000,,,,,,,
1752,3478,12000,,,,,,,
1753,3478,12000,,,,,,,
1754,3478,12000,,,,,,,
1755,3477,12000,,,,,,,
1756,3477,12000,,,,,,,
1757,3476,12000,,,,,,,
1758,3476,12000,,,,,,,
1759,3476,12000,,,,,,,
1760,3475,12000,,,,,,,
1761,3475,12000,,,,,,,
1762,3474,12000,,,,,,,
1763,3474,12000,,,,,,,
1764,3474,12000,,,,,,,
1765,3473,12000,,,,,,,
1766,3473,12000,,,,,,,
1767,3472,12000,,,,,,,
1768,3472,12000,,,,,,,
1769,3472,12000,,,,,,,
1770,3471,12000,,,,,,,
1771,3471,12000,,,,,,,
1772,3470,12000,,,,,,,
1773,3470,12000,,,,,,,
1774,3470,12000,,,,,,,
1775,3469,12000,,,,,,,
1776,3469,12000,,,,,,,
1777,3468,12000,,,,,,,
1778,3468,12000,,,,,,,
1779,3468,12000,,,,,,,
1780,3467,12000,,,,,,,
1781,3467,12000,,,,,,,
1782,3466,12000,,,,,,,
1783,3466,12000,,,,,,,
